LINK,SOURCE,PHRASE,TITLE,CONTENT,DATE_ENTERED
www.reuters.com,"""did not wish to be identified""",UPDATE 1-Libya to resume oil shipments from Hariga after talks ...,http://www.reuters.com/article/libya-oil-exports-idUSL5N18D4JT,"... Sarir crude at Hariga to take to the 120,000 barrel-per-day Zawia refinery in  western Libya, an official from Tripoli who <b>did not wish to be identified</b> told  Reuters&nbsp;...",2016-05-20
www.washingtonpost.com,"""did not wish to be identified""","UPDATED: Cashion&#39;s Eat Place to close, Johnny&#39;s Half Shell to take ...",https://www.washingtonpost.com/news/going-out-guide/wp/2016/05/05/cashions-eat-place-to-close-johnnys-half-shell-to-take-over-the-space/,"Sources, who <b>did not wish to be identified</b>, say Cashion&#39;s Eat Place had seen a  decline in business, even as Adams Morgan has become a dining destination&nbsp;...",2016-05-20
www.reuters.com,"""did not wish to be identified""",Ardian to launch sale of Riemser after dividend recapitalisation ...,http://www.reuters.com/article/ardian-riemser-recapitalisation-idUSL5N1833W5,"No bank has yet been mandated to arrange the sale, according to the sources,  who <b>did not wish to be identified</b> because the talks are private. Ardian declined to &nbsp;...",2016-05-20
www.bloomberg.com,"""did not wish to be identified""",Aegis Limited: Private Company Information - Businessweek,http://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=27439652,"A senior Essar group employee, who <b>did not wish to be identified</b>, told FE that the  group is looking at options to sell part of Essar Ports stake to investors in Essar&nbsp;...",2016-05-20
www.nytimes.com,"""did not want to be identified""",Study Finds Few Obstacles to Lifting Military&#39;s Transgender Ban ...,http://www.nytimes.com/2016/05/17/us/military-transgender-ash-carter.html,... to The New York Times on the condition of anonymity because he <b>did not want</b>  <b>to be identified</b> disclosing a document that has not been released to the public.,2016-05-20
www.reuters.com,"""did not want to be identified""",New police force finds old habits die hard in Ukraine | Reuters,http://www.reuters.com/article/us-ukraine-crisis-police-idUSKCN0Y80WN,"A Western diplomat, who <b>did not want to be identified</b> by name, said the fight  back by prosecutors showed reforms were starting to have a real impact.",2016-05-20
www.reuters.com,"""did not want to be identified""","Fueled by drugs, sex trafficking reaches &#39;crisis&#39; on Native American ...",http://www.reuters.com/article/us-trafficking-nativeamericans-drugs-idUSKCN0Y818L,"... and authorities won&#39;t believe them and will instead defend the trafficker, said  an Indian Health Service social worker who <b>did not want to be identified</b>. &quot;Nobody &nbsp;...",2016-05-20
www.reuters.com,"""did not want to be identified""",Exclusive: Chipotle hires former critic to help improve food safety ...,http://www.reuters.com/article/us-chipotle-safety-idUSKCN0Y20AG,"The goal was to make it easier for Chipotle to trace the origins of the products,  according to the source, who <b>did not want to be identified</b>. River Point declined to &nbsp;...",2016-05-20
www.reuters.com,"""did not want to be identified""",China&#39;s HNA in talks to acquire Singapore&#39;s CWT for $1 billion ...,http://www.reuters.com/article/us-cwt-ltd-m-a-hna-idUSKCN0XX0M9,The sources <b>did not want to be identified</b> as the information was not public. CWT  did not immediately respond to a Reuters query while a spokeswoman at HNA&nbsp;...,2016-05-20
www.nytimes.com,"""did not want to be identified""",Sexual Abuse Questions Swirl Around Yeshiva Leader in Kiryas Joel,http://www.nytimes.com/2016/05/18/nyregion/sexual-abuse-questions-swirl-around-yeshiva-leader-in-kiryas-joel.html,The parents <b>did not want to be identified</b> because they were wary of being drawn  into the investigation. The video was filmed from overhead in the office of the&nbsp;...,2016-05-20
www.reuters.com,"""did not want to be identified""",Trump dips toe into delicate U.S. debt discussion | Reuters,http://www.reuters.com/article/us-usa-election-trump-debt-idUSKCN0XX29Q,"... default on U.S. debt, despite being asked multiple times,&quot; said the adviser, who  <b>did not want to be identified</b> because he was not authorized to speak publicly.",2016-05-20
www.reuters.com,"""declined to be identified""",Britain&#39;s Cameron needs to win big on Europe | Reuters,http://www.reuters.com/article/us-britain-eu-cameron-insight-idUSKCN0Y00FR,"&quot;And even then putting the party back together will not be easy,&quot; said the source,  who like several others interviewed for this article <b>declined to be identified</b>&nbsp;...",2016-05-20
www.reuters.com,"""declined to be identified""",Australia pushes back grid sale deadline due to elections | Reuters,http://www.reuters.com/article/australia-privatisation-ausgrid-idUSL3N1831P0,"... Kong Infrastructure Holdings Ltd last night informing them of the delay, said  one of the people, who <b>declined to be identified</b> as the information was not public .",2016-05-20
www.reuters.com,"""declined to be identified""",Noble Group set to clinch $3 bln credit facilities - sources | Reuters,http://www.reuters.com/article/noble-group-debt-idUSL3N1811NT,"... and inventories, with an announcement expected as early as this week, said  the sources, who <b>declined to be identified</b> as lending discussions are not public.",2016-05-20
www.reuters.com,"""declined to be identified""",Singtel mulling $2 billion IPO next year for broadband unit: sources ...,http://www.reuters.com/article/us-singtel-netlink-ipo-idUSKCN0Y30CI,"The sources, who <b>declined to be identified</b> because the listing discussions are  being kept private, said Singtel has been mulling a NetLink Trust IPO for years.",2016-05-20
www.reuters.com,"""declined to be identified""",RPT-UPDATE 1-Noble Group set to clinch $3 bln in credit facilities ...,http://www.reuters.com/article/noble-group-debt-idUSL3N1875V6,"... by trade flows and inventories, with an announcement expected this week, said  the sources, who <b>declined to be identified</b> as the discussions are private.",2016-05-20
www.reuters.com,"""declined to be identified""",UPDATE 1-Fosun among bidders for Singapore-based reinsurer ...,http://www.reuters.com/article/fosun-intl-insurance-ma-idUSL3N18A2KI,"Fosun declined to comment. Sources <b>declined to be identified</b> as the discussions  were confidential. ACR&#39;s owners include London-based private equity firm 3i,&nbsp;...",2016-05-20
www.reuters.com,"""declined to be identified""",China&#39;s Fosun among bidders for Singapore-based reinsurer ACR ...,http://www.reuters.com/article/fosun-intl-insurance-ma-idUSL3N18A1OX,Sources <b>declined to be identified</b> as the discussions were confidential. ACR was  set up in 2006 with capital of around $620 million and is ranked among the&nbsp;...,2016-05-20
www.reuters.com,"""declined to be identified""",Why China&#39;s private sector needs a &#39;high degree of attention&#39; | Reuters,http://www.reuters.com/article/us-china-economy-investment-idUSKCN0Y60VC,He <b>declined to be identified</b> as he was not authorized to speak publicly to the  media. &quot;We still need to unleash vitality of enterprises and manufacturers to help &nbsp;...,2016-05-20
www.reuters.com,"""declined to be identified""","MOVES-China ICBC&#39;s chairman to retire, will help establish Europe ...",http://www.reuters.com/article/china-icbc-moves-idUSL3N1831GD,"The sources, who were not authorised to speak to the media, <b>declined to be</b>  <b>identified</b>. A Beijing-based spokesman for ICBC declined to comment.",2016-05-20
www.bloomberg.com,"""asked not to be identified""",Carlsberg&#39;s Euro Soccer Campaign Said to Be Worth $90 Million ...,http://www.bloomberg.com/news/articles/2016-05-17/carlsberg-s-euro-soccer-campaign-said-to-be-worth-90-million,"... 80 million euros ($90 million) on marketing for the championship, said a  person familiar with the matter, who <b>asked not to be identified</b> because the  information&nbsp;...",2016-05-20
www.nytimes.com,"""asked not to be identified""",Removal of Top Editors Signals Trouble for Independent Russian ...,http://www.nytimes.com/2016/05/14/world/europe/removal-of-top-editors-signals-trouble-for-independent-russian-paper.html,One reporter who <b>asked not to be identified</b> amid the turmoil at the newspaper  said many in the newsroom were veterans of similar recent government attacks  on&nbsp;...,2016-05-20
www.bloomberg.com,"""asked not to be identified""",Siris Capital Said to Be Mystery Bidder for Polycom - Bloomberg,http://www.bloomberg.com/news/articles/2016-05-13/mitel-says-polycom-received-separate-takeover-bid-on-may-6,"The sale was highly competitive, said two people involved, who <b>asked not to be</b>  <b>identified</b> because the matter was private. The winning offer exceeded the&nbsp;...",2016-05-20
www.reuters.com,"""asked not to be identified""",Exclusive: USDA to join U.S. panel reviewing ChemChina&#39;s ...,http://www.reuters.com/article/us-syngenta-m-a-chemchina-exclusive-idUSKCN0Y72EN,"The sources <b>asked not to be identified</b> because the USDA&#39;s role in CFIUS has not  been publicly disclosed. Treasury declined to comment, with a spokesperson&nbsp;...",2016-05-20
www.bloomberg.com,"""asked not to be identified""",Dell Said to Consider Boosting $16 Billion Bond Offering for EMC ...,http://www.bloomberg.com/news/articles/2016-05-11/dell-plans-19-25-billion-bond-offering-for-emc-s-p-global-says,"The computer maker would reduce other parts of the debt financing needed to  fund its buyout of EMC Corp., said the person, who <b>asked not to be identified</b>&nbsp;...",2016-05-20
www.bloomberg.com,"""asked not to be identified""",Yield Hunters Squeeze Spread in Czech Railways Record Bond Sale,http://www.bloomberg.com/news/articles/2016-05-18/czech-railways-said-to-be-selling-bonds-after-upgrade-by-moody-s,"... an initial guidance of 200-210 basis points while investors ordered more than 1  billion euros of the securities, said the person, who <b>asked not to be identified</b>.",2016-05-20
www.washingtonpost.com,"""asked not to be identified""",Before a key vote on renaming George Mason&#39;s law school after ...,https://www.washingtonpost.com/news/grade-point/wp/2016/05/16/before-a-key-vote-on-renaming-george-masons-law-school-after-scalia-university-officials-work-to-allay-faculty-concerns/,"One faculty member, who <b>asked not to be identified</b> because of workplace  concerns, questioned Cabrera&#39;s statement that the law school would use the&nbsp;...",2016-05-20
www.bloomberg.com,"""asked not to be identified""",Bloomberg,http://www.bloomberg.com/news/newsletters/2016-05-09/what-not-to-call-kim-jong-un-and-other-advice-from-a-north-korean-minder,"... sensitive information slip out, according to several who <b>asked not to be</b>  <b>identified</b> because they don&#39;t want to be seen as taking sides in the political  campaign.",2016-05-20
www.bloomberg.com,"""asked not to be identified""",Providence Said to Weigh Options for Video-Game Maker ZeniMax ...,http://www.bloomberg.com/news/articles/2016-05-11/providence-said-to-weigh-options-for-video-game-maker-zenimax,"... of video games, including a possible initial public offering or a sale, said the  people, who <b>asked not to be identified</b> because the information is private.",2016-05-20
www.bloomberg.com,"""asked not to be identified""",Low Ranking No Deterrent to Firm Seen Seeking Billion-Euro Sale ...,http://www.bloomberg.com/news/articles/2016-05-06/low-ranking-no-deterrent-to-firm-seen-seeking-billion-euro-sale,"... million euros of five-year bonds, according to a person familiar with the matter,  who <b>asked not to be identified</b> because they&#39;re not authorized to speak publicly.",2016-05-20
www.nytimes.com,"""declined to give his name""",Trump Headstone in Central Park: Mystery Solved - The New York ...,http://www.nytimes.com/2016/05/10/nyregion/trump-headstone-in-central-park-mystery-solved.html,"But in a phone interview on March 30 arranged by a publicist, the artist, who  <b>declined to give his name</b>, told Melena Ryzik of The New York Times that he was &nbsp;...",2016-05-20
www.reuters.com,"""declined to give his name""",Italy clamps down on destitute refugee squatters with eviction notices,http://www.reuters.com/article/us-europe-migrants-italy-squats-idUSKCN0XX0VD,"The 37-year-old, who <b>declined to give his name</b>, reached the Italian island of  Lampedusa five years ago and says he was given no support after being granted &nbsp;...",2016-05-20
www.reuters.com,"""declined to give his name""",German &#39;godfathers&#39; reunite Syrian families | Reuters,http://www.reuters.com/article/us-europe-migrants-germany-godfathers-idUSKCN0Y31C1,"He <b>declined to give his name</b> to protect relatives still living in the fiercely  contested city. Tight border controls across Europe, stricter asylum rules, and an &nbsp;...",2016-05-20
www.nytimes.com,"""declined to give his name""",2 Journalists in India Are Fatally Shot - The New York Times,http://www.nytimes.com/2016/05/15/world/asia/2-journalists-in-india-are-fatally-shot.html,The officer <b>declined to give his name</b> because he was not authorized to speak to  the news media. The police detained two people in Siwan on Saturday in their&nbsp;...,2016-05-20
www.washingtonpost.com,"""declined to give his name""","Russian, Syrian officials deny their planes hit refugee camp - The ...",https://www.washingtonpost.com/world/middle_east/activists-insurgents-seize-village-south-of-aleppo/2016/05/06/392922c8-135d-11e6-a9b5-bf703a5a7191_story.html,"He <b>declined to give his name</b>, fearing for his safety. The Observatory said live  bullets were being used in the operation, adding that some of the prisoners have &nbsp;...",2016-05-20
www.nytimes.com,"""on condition of anonymity""",Nicolás Maduro Tightens Hold on Venezuela as U.S. Fears Further ...,http://www.nytimes.com/2016/05/15/world/americas/nicolas-maduro-tightens-hold-on-venezuela-as-us-fears-further-tumult.html,... according to senior American intelligence officials who spoke <b>on condition of</b>  <b>anonymity</b> in discussing the government&#39;s latest intelligence assessment.,2016-05-20
www.nytimes.com,"""on condition of anonymity""","S. Korea, US, Japan Plan Joint Drills on N. Korean Threat - The New ...",http://www.nytimes.com/aponline/2016/05/16/world/asia/ap-as-koreas-tension.html,"The official spoke <b>on condition of anonymity</b>, citing department rules. The  trilateral drills will involve Aegis-equipped ships from the three countries, but they  will&nbsp;...",2016-05-20
www.nytimes.com,"""on condition of anonymity""",Egypt Sentences 152 Protesters to Jail in Spree of Verdicts - The ...,http://www.nytimes.com/aponline/2016/05/15/world/middleeast/ap-ml-egypt-.html,The officials spoke <b>on condition of anonymity</b> because they were not authorized  to speak to the media. The verdict on the case of 51 protesters was announced&nbsp;...,2016-05-20
www.nytimes.com,"""on condition of anonymity""",Russian Media Resignations Follow Increased Pressure - The New ...,http://www.nytimes.com/aponline/2016/05/13/world/europe/ap-eu-russia-media.html,An RBC editor who spoke <b>on condition of anonymity</b> because he is not  authorized to speak publicly about internal matters told the AP that the  resignations were&nbsp;...,2016-05-20
hosted.ap.org,"""on condition of anonymity""",Prince&#39;s au,http://hosted.ap.org/dynamic/stories/U/US_PRINCE_AUTOPSY_QA?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2016-05-12-17-38-53,"The official spoke <b>on condition of anonymity</b> because he was not authorized to  speak to the media. While the plane was on the tarmac, the official said, first&nbsp;...",2016-05-20
hosted.ap.org,"""on condition of anonymity""","Multiple attacks in, around Baghdad kill at least 12 people",http://hosted.ap.org/dynamic/stories/M/ML_IRAQ?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2016-05-08-09-59-15,"All officials spoke <b>on condition of anonymity</b> as they were not authorized to  release information. While no one has claimed responsibility for the attacks, the&nbsp;...",2016-05-20
hosted.ap.org,"""on condition of anonymity""",Timeline of key events in last 2 weeks of Prince&#39;s life,http://hosted.ap.org/dynamic/stories/U/US_PRINCE_TIMELINE?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2016-05-11-02-37-47,A law enforcement official who spoke to the AP <b>on condition of anonymity</b>  because he was not authorized to speak to the media said that Prince was found &nbsp;...,2016-05-20
www.nytimes.com,"""on condition of anonymity""","Gulbuddin Hekmatyar, Exiled Afghan Insurgent, Nears a Comeback ...",http://www.nytimes.com/2016/05/12/world/asia/afghanistan-gulbuddin-hekmatyar.html,"All that together would amount to at least $4 million a year, according to one  senior Afghan official involved in the talks, speaking <b>on condition of anonymity</b> to &nbsp;...",2016-05-20
www.nytimes.com,"""on condition of anonymity""",The Latest: Officials Say Day&#39;s Death Toll in Baghdad Now 69 - The ...,http://www.nytimes.com/aponline/2016/05/17/world/middleeast/ap-ml-iraq-the-latest.html,The attack was carried out with an explosives-laden car that was parked near the  market. The officer spoke <b>on condition of anonymity</b> as he was not authorized&nbsp;...,2016-05-20
www.nytimes.com,"""on the condition of anonymity""","Podcasts Surge, but Producers Fear Apple Isn&#39;t Listening - The New ...",http://www.nytimes.com/2016/05/08/business/media/podcasts-surge-apple.html,"The people would speak only <b>on the condition of anonymity</b> because they had  signed nondisclosure agreements. The company made no promises, the people &nbsp;...",2016-05-20
www.nytimes.com,"""on the condition of anonymity""",Technology|China Quietly Targets US Tech Companies in Security Reviews,http://www.nytimes.com/2016/05/17/technology/china-quietly-targets-us-tech-companies-in-security-reviews.html,"Over the last nine months, a number of companies have been called in, the people  who spoke <b>on the condition of anonymity</b> said.",2016-05-20
www.nytimes.com,"""on the condition of anonymity""",5 More Bankers Leave Credit Suisse as Exodus Accelerates - The ...,http://www.nytimes.com/2016/05/19/business/dealbook/5-more-bankers-leave-credit-suisse.html,"... bankers, most with decades at Credit Suisse, defected to Jefferies, according to  six people briefed on the moves, who spoke <b>on the condition of anonymity</b>.",2016-05-20
www.nytimes.com,"""on the condition of anonymity""",Asia North Korea Is Said to Appoint Career Envoy as Foreign Minister,http://www.nytimes.com/2016/05/18/world/asia/north-korea-ri-yong-ho-named-foreign-minister.html,The official said he could share the information only <b>on the condition of</b>  <b>anonymity</b> because the North had not made it public through state media. The  Associated&nbsp;...,2016-05-20
www.washingtonpost.com,"""on the condition of anonymity""",U.S. establishes Libyan outposts with eye toward offensive against ...,https://www.washingtonpost.com/world/national-security/us-establishes-libyan-outposts-with-eye-toward-offensive-against-islamic-state/2016/05/12/11195d32-183c-11e6-9e16-2e5a123aac62_story.html,"“We&#39;re obviously watching the threats very closely,” a senior administration  official said, also speaking <b>on the condition of anonymity</b>. If the White House does &nbsp;...",2016-05-20
www.nytimes.com,"""on the condition of anonymity""","Dispute at Xfund, a Venture Capital Fund, Bursts Into the Open - The ...",http://www.nytimes.com/2016/05/17/technology/xfund-court-hugo-van-vuuren-patrick-chung.html,Two investors in the fund who agreed to speak <b>on the condition of anonymity</b>  because of the private nature of the firm&#39;s partnership contracts said that this&nbsp;...,2016-05-20
www.nytimes.com,"""on the condition of anonymity""",Politics|The Latest: Survivors Question Findings on 2015 Amtrak Crash,http://www.nytimes.com/aponline/2016/05/17/us/politics/ap-us-amtrak-crash-investigation-the-latest.html,The official was not authorized to comment publicly because of the ongoing  probe and spoke to The Associated Press <b>on the condition of anonymity</b>. The  cause&nbsp;...,2016-05-20
www.nytimes.com,"""on the condition of anonymity""",Crash of EgyptAir Flight 804 - The New York Times,http://www.nytimes.com/live/egyptair-flight-missing-paris-cairo/,The news agency said the officials spoke <b>on the condition of anonymity</b> to  discuss intelligence matters. They said the review of the imagery was preliminary.,2016-05-20
www.nytimes.com,"""on the condition of anonymity""",Google to Introduce Its Voice-Activated Home Device - The New ...,http://www.nytimes.com/2016/05/18/technology/google-to-introduce-its-voice-activated-home-device.html,"... the voice-activated home device market on Wednesday, according to people  who spoke <b>on the condition of anonymity</b>. Named Google Home, the device is a&nbsp;...",2016-05-20
www.washingtonpost.com,"""on the condition of anonymity""",Exclusive: U.S.-funded Somali intelligence agency has been using ...,https://www.washingtonpost.com/world/africa/exclusive-us-funded-somali-intelligence-agency-has-been-using-kids-as-spies/2016/05/06/974c9144-0ce3-11e6-a6b6-2e6de3695b0e_story.html,"“There&#39;s nothing NISA does that the CIA doesn&#39;t know about,” said a senior  Somali official, who spoke <b>on the condition of anonymity</b> to discuss sensitive&nbsp;...",2016-05-20
www.reuters.com,"""declined to be identified""","South Korea&#39;s Hotel Lotte plans $4.9 billion IPO, year&#39;s largest ...",http://www.reuters.com/article/us-southkorea-hotellotte-ipo-idUSKCN0Y906X,"They <b>declined to be identified</b> before the IPO filing document is available. Last  month, South Korea said it would issue four more duty-free store licenses in  Seoul&nbsp;...",2016-05-20
www.reuters.com,"""declined to be identified""",China needs the private sector to step up | Reuters,http://www.reuters.com/article/us-china-economy-investment-idUSKCN0Y60V4,He <b>declined to be identified</b> as he was not authorized to speak publicly to the  media. &quot;We still need to unleash vitality of enterprises and manufacturers to help &nbsp;...,2016-05-20
www.bloomberg.com,"""asked not to be identified""",BNP Paribas Said to Cut 233 Investment-Banking Jobs in London ...,http://www.bloomberg.com/news/articles/2016-05-18/bnp-paribas-said-to-cut-233-investment-banking-jobs-in-london,"... Warren Young, head of finance for global markets, said one of the people, who  <b>asked not to be identified</b> because the hiring hasn&#39;t been announced publicly.",2016-05-20
www.bloomberg.com,"""asked not to be identified""",Obama Said to Plan Release of Methane-Limit Rules on Thursday ...,http://www.bloomberg.com/news/articles/2016-05-11/obama-said-to-plan-release-of-methane-limit-rules-on-thursday,"... released by the Environmental Protection Agency, according to three people  told of the plans who <b>asked not to be identified</b> prior to the formal announcement.",2016-05-20
hosted.ap.org,"""on condition of anonymity""",IS bombings highlight Iraqi capital&#39;s vulnerability,http://hosted.ap.org/dynamic/stories/M/ML_IRAQ?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2016-05-12-15-41-21,"When police arrived at the scene, two of the attackers detonated their suicide  vests, according to Iraqi security officials, who spoke <b>on condition of anonymity</b>&nbsp;...",2016-05-20
hosted.ap.org,"""on condition of anonymity""",Prince &#39;lifesaving mission&#39; turned tragic for doctor&#39;s son,http://hosted.ap.org/dynamic/stories/U/US_PRINCE_DOCTORS_SON?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2016-05-06-21-20-27,The official spoke <b>on condition of anonymity</b> because he was not authorized to  speak to the media. Kornfeld helped in his father&#39;s medical practice by teaching&nbsp;...,2016-05-20
www.nytimes.com,"""on the condition of anonymity""",Senator Demands Answers From Facebook on Claims of &#39;Trending ...,http://www.nytimes.com/2016/05/11/technology/facebook-thune-conservative.html,"... to brief the House Energy and Commerce Committee about the allegations,  according to a congressional aide who spoke <b>on the condition of anonymity</b>.",2016-05-20
www.nytimes.com,"""on the condition of anonymity""",Google Appeals French Privacy Ruling - The New York Times,http://www.nytimes.com/2016/05/20/technology/google-appeals-french-privacy-ruling.html,... according to two people with direct knowledge of the matter who spoke <b>on the</b>  <b>condition of anonymity</b> because discussions with the regulator were continuing.,2016-05-20
www.reuters.com,"""declined to be identified""",Japan to announce action plan to curb tax evasion at G7: sources ...,http://www.reuters.com/article/us-g7-japan-tax-evasion-idUSKCN0Y20AE,"... evasion when it hosts G7 heads of state on May 26-27, said the sources, who  <b>declined to be identified</b> because they are not authorized to speak to the media.",2016-05-20
www.usatoday.com,"""an anonymous source""",Kerry: Corruption as great an enemy as extremism,http://www.usatoday.com/story/news/world/2016/05/12/kerry-corruption-great-enemy-extremism/84271670/,"The summit comes amid the international fallout from the Panama Papers  scandal, when <b>an anonymous source</b> known only as “John Doe” leaked 11.5  million&nbsp;...",2016-05-20
www.usatoday.com,"""an anonymous source""",New Panama Papers report prompts government investigations ...,http://www.usatoday.com/story/news/world/2016/05/10/panama-papers-japan-propose-tax-plan-g7/84173664/,"In April, <b>an anonymous source</b> known only as “John Doe” leaked 11.5 million  documents from Mossack Fonseca, which specializes in creating accounts to  hide&nbsp;...",2016-05-20
www.washingtonpost.com,"""an anonymous source""",You can now search the Panama Papers — the secret accounts of ...,https://www.washingtonpost.com/news/wonk/wp/2016/05/09/you-can-now-search-the-panama-papers-the-secret-accounts-of-the-global-rich-yourself/,"<b>An anonymous source</b> gave the documents to German newspaper  Süeddeustche Zeitung, which then recruited the International Consortium of  Investigative&nbsp;...",2016-05-20
www.washingtonpost.com,"""an anonymous source""",So what nicknames did the DNC reject before &#39;Dangerous Donald ...,https://www.washingtonpost.com/news/the-fix/wp/2016/05/06/we-got-the-list-of-names-for-donald-trump-the-democratic-national-committee-rejected/,"Except that now, thanks to <b>an anonymous source</b>, The Washington Post has  exclusively obtained* the results of the Democrats&#39; brainstorming session from&nbsp;...",2016-05-20
www.politico.com,"""an anonymous source""",Inside Facebook&#39;s GOP charm offensive - POLITICO,http://www.politico.com/story/2016/05/facebook-conservatives-zuckerberg-bias-223244,"The initial GOP reaction was swift and hostile after Gizmodo, citing <b>an</b>  <b>anonymous source</b>, said employees who vetted news for Facebook&#39;s “Trending  Topics”&nbsp;...",2016-05-20
www.usatoday.com,"""an anonymous source""",Fact check: Trump&#39;s tax returns,http://www.usatoday.com/story/news/politics/elections/2016/05/13/fact-check-trump-tax-returns/84321704/,"In 2012, then-Senate majority leader Harry Reid made the unfounded claim that  <b>an anonymous source</b> told him Romney hadn&#39;t paid any taxes for 10 years.",2016-05-20
www.bloomberg.com,"""an anonymous source""",Zuckerberg Acknowledges Trust Gap After Meeting on Bias ...,http://www.bloomberg.com/news/articles/2016-05-18/zuckerberg-acknowledges-trust-gap-after-meeting-on-facebook-bias,Zuckerberg sought to clear the air after <b>an anonymous source</b> in a Gizmodo  report last week alleged that his team of human editors leaned toward liberal&nbsp;...,2016-05-20
www.washingtonpost.com,"""an anonymous source""",Panama Papers database of offshore companies goes live - The ...,https://www.washingtonpost.com/business/panama-papers-database-of-offshore-companies-to-go-live/2016/05/09/eba12b7c-15fa-11e6-971a-dadf9ab18869_story.html,Sueddeutsche Zeitung says it was given the information by <b>an anonymous</b>  <b>source</b>. Reports based on the documents quickly led to the resignation of  Iceland&#39;s&nbsp;...,2016-05-20
www.washingtonpost.com,"""an anonymous source""",Panama Papers offshore companies data spurs anti-graft moves ...,https://www.washingtonpost.com/business/panama-papers-offshore-companies-data-spurs-anti-graft-moves/2016/05/10/8cdf57bc-1690-11e6-971a-dadf9ab18869_story.html,"Sueddeutsche Zeitung says it was given the information by <b>an anonymous</b>  <b>source</b>. Yoshihide Suga, Japan&#39;s chief Cabinet secretary, said Tuesday that as  host of&nbsp;...",2016-05-20
www.nytimes.com,"""requested anonymity""","Nigerian Chevron Facility Bombed, ExxonMobil Cuts Exports - The ...",http://www.nytimes.com/aponline/2016/05/13/world/africa/ap-af-nigeria-oil-crisis.html,"They <b>requested anonymity</b> for fear of repercussions amid a massive deployment  of troops that has led more than 10,000 people to flee the fallout. Chevron did&nbsp;...",2016-05-20
www.washingtonpost.com,"""requested anonymity""",DNC to offer Sanders a convention concession - The Washington Post,https://www.washingtonpost.com/politics/dnc-to-offer-sanders-a-convention-concession/2016/05/19/99706b54-1df4-11e6-8c7b-6931e66333e7_story.html,"Even if he doesn&#39;t, he still intends to pick a platform fight at the convention,  according to a campaign aide who <b>requested anonymity</b> to discuss strategy.",2016-05-20
www.washingtonpost.com,"""requested anonymity""",One NFL owner says Redskins name issue &#39;is gradually going away ...,https://www.washingtonpost.com/news/dc-sports-bog/wp/2016/05/19/one-nfl-owner-says-redskins-name-issue-is-gradually-going-away/,"“There has not been much discussion about this, at least to my knowledge,” an  owner who <b>requested anonymity</b> because of the controversial nature of the topic &nbsp;...",2016-05-20
www.reuters.com,"""requested anonymity""","Petrobras launches sale of $6.75 bln in five-, 10-year bonds | Reuters",http://www.reuters.com/article/petrobras-bonds-idUSL2N18E1BD,"According to the sources, who <b>requested anonymity</b> since the transaction is in the  works, Petrobras will raise $5 billion from the sale of five-year debt at a yield of&nbsp;...",2016-05-20
www.bloomberg.com,"""requested anonymity""",Brazil acting president hailed by many but hands may be tied ...,http://www.bloomberg.com/professional/blog/brazil-acting-president-hailed-by-many-but-hands-may-be-tied/,"... oil industry, and make public spending more efficient, according to two aides  who <b>requested anonymity</b> to discuss plans that have not yet been made public.",2016-05-20
www.reuters.com,"""requested anonymity""","BP to shut FCC, CDU at Toledo, Ohio refinery Wednesday: sources ...",http://www.reuters.com/article/us-refinery-operations-bp-toledo-idUSKCN0Y01YU,"The sources <b>requested anonymity</b> because they are not authorized to speak  publicly about the matter. The work on the 110,000 bpd sour crude unit and the&nbsp;...",2016-05-20
www.reuters.com,"""requested anonymity""",Schonfeld commits $100 million to tech hedge fund launch | Reuters,http://www.reuters.com/article/us-hedgefunds-lucha-idUSKCN0Y82LA,"Schonfeld&#39;s funding commitment is for at least three years and its investment  could grow depending on performance, said the sources, who <b>requested</b>  <b>anonymity</b>&nbsp;...",2016-05-20
www.reuters.com,"""requested anonymity""",Exclusive: Via Varejo in talks to absorb Cnova Brasil - source | Reuters,http://www.reuters.com/article/us-cnova-m-a-via-varejo-exclusive-idUSKCN0Y22U8,"According to the source, who <b>requested anonymity</b> because the deal remains  private, both companies have signed a memorandum of understanding to  explore&nbsp;...",2016-05-20
www.reuters.com,"""requested anonymity""",UPDATE 1-Brazil to open subsalt to some non-Petrobras oil ...,http://www.reuters.com/article/brazil-oil-subsalt-idUSL2N1871XV,"The source <b>requested anonymity</b> because no authorization to talk to the press  had been given. Under Brazilian law, if more than one company owns an oil field, &nbsp;...",2016-05-20
www.reuters.com,"""requested anonymity""","Petrobras to appoint Parente CEO as early as Friday, sources say ...",http://www.reuters.com/article/petrobras-ceo-idUSL2N18E289,"... could be announced as early as Friday, said the first source, who <b>requested</b>  <b>anonymity</b> because of the sensitivity of the issue. He replaces Aldemir Bendine,&nbsp;...",2016-05-20
